checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,18.0,existing credits paid back duly till now,radio/television,1262.7335,<100 DM,>=7 years,4.0,none,4.0,real estate,51.499077,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),250.0,<100 DM,<1 years,4.0,none,3.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,4.0,existing credits paid back duly till now,radio/television,666.22266,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,23.0,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),250.0,no savings account,>=7 years,4.0,none,4.0,real estate,32.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,2612.9263,<100 DM,unemployed,4.0,none,2.0,savings agreement/life insurance,54.329296,none,rent,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
no account,12.0,critical account,furniture/equipment,1340.225,100 <= <500 DM,<1 years,4.0,none,3.0,real estate,36.34054,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,4<= <7 years,4.0,none,4.0,real estate,41.853027,none,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
no account,4.0,delay in paying off,car (new),796.26013,no savings account,1<= < 4 years,4.0,none,4.0,car or other,32.71578,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,48.0,existing credits paid back duly till now,radio/television,5438.892,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,7.609992,delay in paying off,radio/television,967.91516,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,30.0,none,own,1.0,skilled employee / official,1.0,none,no,female,divorced/separated,0
<0 DM,7.239828,critical account,furniture/equipment,250.0,>= 1000 DM,<1 years,4.0,none,4.0,unknown / no property,69.34769,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,12.0,delay in paying off,furniture/equipment,18424.0,no savings account,1<= < 4 years,4.0,none,4.0,car or other,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,radio/television,18424.0,no savings account,<1 years,4.0,none,4.0,car or other,36.0,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,36.0,critical account,car (new),1903.0688,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,27.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,13456.082,<100 DM,>=7 years,2.0,none,2.0,savings agreement/life insurance,26.0,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,1802.7368,<100 DM,4<= <7 years,4.0,none,4.0,real estate,43.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,delay in paying off,furniture/equipment,3014.7493,100 <= <500 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,33.0,bank,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,12.0,critical account,radio/television,1484.4591,no savings account,>=7 years,2.0,none,4.0,real estate,72.54708,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,married/widowed,0
<0 DM,6.0,delay in paying off,radio/television,1482.5972,no savings account,1<= < 4 years,3.0,none,3.0,car or other,35.0,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,2.0,none,4.0,car or other,23.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,5339.619,no savings account,<1 years,4.0,none,2.0,car or other,30.621363,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),5916.5347,<100 DM,1<= < 4 years,4.0,guarantor,1.0,car or other,25.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,car (new),2398.1782,no savings account,<1 years,4.0,none,4.0,savings agreement/life insurance,28.044039,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,business,1130.8131,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,31.0,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,65.03071,existing credits paid back duly till now,radio/television,3088.0369,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,23.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,radio/television,2694.8833,<100 DM,<1 years,4.0,none,1.0,car or other,35.3678,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,27.571726,critical account,car (new),1501.4773,100 <= <500 DM,unemployed,4.0,none,3.0,real estate,35.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,15.0,critical account,radio/television,2718.577,<100 DM,<1 years,4.0,none,4.0,real estate,21.142168,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,no savings account,<1 years,4.0,none,1.0,real estate,29.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,2609.0225,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,75.0,none,for free,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,18.0,critical account,radio/television,250.0,no savings account,<1 years,4.0,none,2.0,car or other,31.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,3482.7969,no savings account,<1 years,1.0,none,1.0,real estate,33.0,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,car (new),2290.2625,<100 DM,4<= <7 years,4.0,none,3.0,unknown / no property,25.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,2980.089,<100 DM,<1 years,2.0,none,4.0,savings agreement/life insurance,34.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,business,5330.2783,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,car or other,27.409498,none,own,1.0,skilled employee / official,2.0,none,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),698.4439,500 <= < 1000 DM,1<= < 4 years,4.0,none,3.0,car or other,36.29191,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,30.0,existing credits paid back duly till now,car (new),1503.1135,<100 DM,>=7 years,4.0,none,3.0,car or other,37.428074,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,critical account,car (new),2687.102,no savings account,<1 years,4.0,none,3.0,savings agreement/life insurance,33.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,72.0,all credits at this bank paid back duly,business,737.0571,500 <= < 1000 DM,unemployed,4.0,none,1.0,savings agreement/life insurance,28.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,26.914501,existing credits paid back duly till now,car (new),1853.6808,<100 DM,<1 years,4.0,none,1.0,car or other,35.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,4834.028,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,32.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,9.0,existing credits paid back duly till now,radio/television,1217.2949,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,23.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
no account,72.0,existing credits paid back duly till now,radio/television,18424.0,100 <= <500 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,30.225462,bank,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,36.0,critical account,car (new),1277.7015,<100 DM,<1 years,4.0,none,4.0,real estate,44.24523,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,24.0,existing credits paid back duly till now,furniture/equipment,250.0,500 <= < 1000 DM,>=7 years,4.0,none,3.0,savings agreement/life insurance,35.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,married/widowed,1
no account,24.0,critical account,radio/television,2796.6392,<100 DM,<1 years,4.0,none,4.0,unknown / no property,32.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,critical account,furniture/equipment,864.8923,<100 DM,>=7 years,3.0,none,4.0,car or other,75.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,72.0,critical account,business,2396.7725,<100 DM,4<= <7 years,4.0,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,18.0,critical account,furniture/equipment,7781.196,<100 DM,>=7 years,2.7054253,none,3.0,real estate,37.0,none,own,1.0,skilled employee / official,2.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,business,1078.3212,no savings account,>=7 years,2.0,none,3.0,unknown / no property,75.0,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,1765.7185,no savings account,>=7 years,4.0,none,2.5175726,savings agreement/life insurance,25.0,none,own,1.0,unskilled - resident,1.0,yes,no,male,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),2754.2048,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,72.94726,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,business,5121.1074,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,28.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,furniture/equipment,1321.1997,no savings account,>=7 years,4.0,none,3.0,real estate,35.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,radio/television,3269.8792,no savings account,4<= <7 years,4.0,none,2.0,car or other,27.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
no account,18.0,existing credits paid back duly till now,car (new),3764.6458,<100 DM,unemployed,4.0,none,3.0,unknown / no property,23.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,12.0,critical account,radio/television,2196.6824,100 <= <500 DM,4<= <7 years,4.0,none,3.7923024,car or other,41.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (used),250.0,<100 DM,4<= <7 years,4.0,none,1.0,real estate,27.0,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,9.0,existing credits paid back duly till now,radio/television,2991.7354,no savings account,>=7 years,2.0,none,2.0,car or other,37.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,critical account,radio/television,1260.3717,500 <= < 1000 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,30.896965,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,4734.1694,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,40.0,none,rent,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
<0 DM,11.620323,existing credits paid back duly till now,radio/television,753.694,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,38.140816,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,married/widowed,1
no account,4.0,delay in paying off,others,827.31757,no savings account,1<= < 4 years,2.0,none,1.0,unknown / no property,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,54.961266,critical account,furniture/equipment,4624.7915,100 <= <500 DM,<1 years,4.0,none,3.0,unknown / no property,30.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,15.0,existing credits paid back duly till now,business,6050.106,<100 DM,<1 years,2.0,none,4.0,real estate,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),3420.8635,<100 DM,<1 years,2.0,none,4.0,unknown / no property,35.0,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,6.21371,existing credits paid back duly till now,furniture/equipment,3525.7317,<100 DM,<1 years,3.0,guarantor,3.0,savings agreement/life insurance,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,12.0,critical account,radio/television,690.60516,no savings account,1<= < 4 years,4.0,none,2.0,real estate,42.411034,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,26.795963,existing credits paid back duly till now,radio/television,3612.2073,<100 DM,4<= <7 years,4.0,none,4.0,real estate,40.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,48.0,critical account,radio/television,1009.5539,no savings account,1<= < 4 years,4.0,none,2.0,unknown / no property,46.597588,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,15.0,critical account,car (new),1248.2654,<100 DM,>=7 years,4.0,none,4.0,car or other,29.0,none,rent,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,21.0,critical account,car (used),9933.903,<100 DM,>=7 years,3.0,none,4.0,real estate,54.61121,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,21.0,delay in paying off,business,1296.0525,no savings account,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,36.107925,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,14.387965,all credits at this bank paid back duly,car (used),1922.7874,no savings account,>=7 years,3.0,none,4.0,real estate,46.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,46.7343,critical account,car (new),18424.0,no savings account,>=7 years,4.0,none,4.0,car or other,19.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,2603.8257,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,31.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,18.0,critical account,car (used),18424.0,100 <= <500 DM,1<= < 4 years,1.0,none,4.0,car or other,32.0,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,36.0,critical account,car (used),18424.0,no savings account,1<= < 4 years,3.0,none,4.0,car or other,36.77091,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,radio/television,1553.7122,<100 DM,4<= <7 years,4.0,co-applicant,3.0,real estate,31.366777,none,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,1.0,none,3.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
>= 200 DM ,24.0,critical account,car (new),3615.6587,100 <= <500 DM,<1 years,4.0,none,4.0,real estate,31.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,37.292408,existing credits paid back duly till now,car (used),18424.0,no savings account,>=7 years,3.0,none,3.0,real estate,19.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,72.0,critical account,car (new),3800.177,<100 DM,>=7 years,4.0,none,4.0,car or other,50.967392,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,critical account,others,2723.718,no savings account,1<= < 4 years,4.0,none,1.0,real estate,25.063492,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,6.0,all credits at this bank paid back duly,car (new),250.0,<100 DM,<1 years,2.0,none,1.0,unknown / no property,29.308369,none,for free,2.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,critical account,car (new),1334.6538,no savings account,1<= < 4 years,4.0,none,2.0,real estate,75.0,none,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,radio/television,1532.7775,<100 DM,4<= <7 years,2.0,co-applicant,2.0,savings agreement/life insurance,32.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,765.1266,<100 DM,1<= < 4 years,4.0,none,2.1244338,savings agreement/life insurance,26.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
no account,72.0,existing credits paid back duly till now,radio/television,7927.9287,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,23.0,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,2516.1287,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,car or other,28.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
no account,21.060461,existing credits paid back duly till now,business,3829.3955,<100 DM,>=7 years,1.0,none,4.0,real estate,29.622227,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,68.321335,delay in paying off,radio/television,3071.879,100 <= <500 DM,>=7 years,4.0,none,4.0,car or other,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,15.0,existing credits paid back duly till now,car (used),18424.0,<100 DM,<1 years,3.0,none,4.0,car or other,32.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,furniture/equipment,250.0,<100 DM,unemployed,4.0,none,1.0,real estate,45.96745,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,34.547188,critical account,furniture/equipment,1218.7147,no savings account,1<= < 4 years,4.0,none,4.0,unknown / no property,32.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,6.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,4<= <7 years,4.0,none,4.0,car or other,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,3036.2473,100 <= <500 DM,<1 years,1.0,none,4.0,car or other,46.0,store,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,9.75949,existing credits paid back duly till now,car (new),250.0,>= 1000 DM,1<= < 4 years,4.0,none,4.0,real estate,64.73289,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,1893.7505,<100 DM,unemployed,4.0,none,2.0,real estate,22.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,>=7 years,2.0,none,4.0,car or other,38.240387,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,30.0,critical account,car (new),686.1656,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,40.515488,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,41.836464,delay in paying off,furniture/equipment,7828.9727,100 <= <500 DM,<1 years,2.0,none,2.0,unknown / no property,24.661459,none,own,1.0,unskilled - resident,1.0,yes,yes,male,married/widowed,1
no account,12.0,critical account,car (new),250.0,>= 1000 DM,unemployed,4.0,none,2.0,unknown / no property,44.0,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,6.0,critical account,car (new),3656.4773,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,50.838806,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,17.040977,critical account,furniture/equipment,2635.4675,500 <= < 1000 DM,>=7 years,4.0,none,3.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
>= 200 DM ,72.0,critical account,education,1572.578,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,28.464504,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,radio/television,8387.888,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,12.0,critical account,business,733.80035,<100 DM,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,19.213465,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,10.951852,existing credits paid back duly till now,car (new),2262.2454,<100 DM,4<= <7 years,1.0,none,2.0,real estate,47.357265,none,own,1.0227693,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,business,2911.4197,<100 DM,unemployed,3.0,none,4.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
no account,4.0,existing credits paid back duly till now,business,2279.119,no savings account,<1 years,4.0,none,1.0,unknown / no property,75.0,none,own,1.7445093,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,6.608333,critical account,radio/television,4912.188,<100 DM,<1 years,4.0,none,1.0,unknown / no property,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,15.0,critical account,car (new),1967.1316,<100 DM,>=7 years,2.0,none,2.0,unknown / no property,26.0,store,rent,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,radio/television,250.0,no savings account,>=7 years,4.0,none,1.0,car or other,75.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
>= 200 DM ,12.0,existing credits paid back duly till now,business,1362.2999,<100 DM,4<= <7 years,1.0,none,1.0,unknown / no property,75.0,none,rent,4.0,skilled employee / official,2.0,yes,yes,male,divorced/separated,1
<0 DM,11.295052,existing credits paid back duly till now,radio/television,4646.012,<100 DM,unemployed,1.0,none,2.0,savings agreement/life insurance,35.0,store,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,retraining,2678.9287,<100 DM,>=7 years,3.0,none,2.323086,unknown / no property,28.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,delay in paying off,car (new),250.0,<100 DM,<1 years,4.0,none,4.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,2.2877164,savings agreement/life insurance,23.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,18.0,delay in paying off,furniture/equipment,1911.0621,<100 DM,<1 years,4.0,none,3.0,savings agreement/life insurance,27.0,bank,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,radio/television,250.0,no savings account,1<= < 4 years,4.0,none,4.0,car or other,35.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,36.0,critical account,car (new),1125.5616,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,43.0,store,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),6034.676,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,3945.3835,no savings account,1<= < 4 years,4.0,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,car (new),1224.3085,no savings account,>=7 years,4.0,none,2.0,savings agreement/life insurance,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
no account,20.205393,delay in paying off,car (used),1361.2487,<100 DM,>=7 years,4.0,none,1.2397088,savings agreement/life insurance,29.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,car (new),15423.496,no savings account,4<= <7 years,4.0,none,3.0,real estate,23.0,bank,rent,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,30.0,critical account,radio/television,6616.1997,<100 DM,unemployed,2.0,guarantor,2.0,savings agreement/life insurance,28.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,critical account,car (used),1376.9445,100 <= <500 DM,1<= < 4 years,3.0,none,2.0,car or other,39.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,business,11665.834,<100 DM,<1 years,4.0,none,4.0,unknown / no property,27.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),11179.234,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,car or other,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,1465.2725,<100 DM,>=7 years,4.0,none,4.0,car or other,19.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,15.811995,existing credits paid back duly till now,business,1441.6199,no savings account,1<= < 4 years,4.0,none,1.0,real estate,75.0,none,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,621.68005,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,41.53444,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,5124.9233,no savings account,>=7 years,4.0,none,4.0,real estate,23.0,none,rent,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,24.0,critical account,others,2273.7617,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,27.12896,none,for free,2.0,unskilled - resident,1.0,none,no,male,married/widowed,1
<0 DM,15.0,critical account,radio/television,250.0,no savings account,unemployed,4.0,none,1.0,savings agreement/life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,all credits at this bank paid back duly,car (used),4016.9558,<100 DM,<1 years,3.0,none,4.0,unknown / no property,28.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
