LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
184741,0,4,2,1,-1,-1,-1,-1,-1,-1,14665,13098,-1205,466,887,942,0,5296,0,359,0,579,0
65286,1,2,1,1,2,2,3,0,0,0,130595,21876,92778,77962,48914,117845,2710,5225,1942,0,4524,905,1
88670,0,2,1,1,-2,-2,-2,-2,-2,-2,13542,282,2730,3336,355,-320,16324,1061,24032,2467,3836,565,0
52887,0,3,2,1,0,0,0,0,0,-2,2434,1326,13690,24323,453,294,749,1659,3901,0,179,0,0
325081,1,1,2,1,-2,-1,-2,-2,-2,-2,-259,639,620,2607,-545,-516,1527,901,684,0,67,0,0
67999,0,3,2,0,0,0,0,0,0,0,43851,47793,42645,49212,40193,65123,1310,1456,4393,235,1455,794,0
38309,1,3,2,1,0,0,0,0,0,0,15860,9306,21669,6109,1945,-300,368,637,1582,603,1247,0,0
40115,0,2,1,1,0,0,0,0,0,0,14264,15549,63877,16325,9237,27911,2597,0,1345,2131,1338,995,0
143915,1,1,2,1,-1,-1,-1,-1,-1,-1,4318,51,-1095,18664,194,-774,1239,9959,699,39411,5113,406,0
61636,0,3,1,1,0,0,0,0,0,0,39451,50692,53156,45972,51025,54964,4221,1917,1466,999,1989,2617,0
290313,1,5,1,1,1,2,2,0,0,0,68224,94135,236561,78160,111049,72606,687,10058,28777,5237,5905,7523,0
349577,0,3,1,1,-1,0,-1,-1,-1,-1,18639,12789,-942,1979,1174,2166,7381,12520,3980,3277,6970,0,0
380411,0,3,0,1,-1,-1,-1,-1,-1,-2,-700,384,-980,1414,1238,1179,800,635,1510,0,1584,787,0
29745,1,2,3,1,2,-2,2,2,-1,2,1532,-2240,6591,1926,-156,-126,0,0,0,0,235,0,0
283523,0,3,2,1,-2,-2,-2,-2,-2,-2,2984,45929,884,930,-391,3685,15091,2419,1194,0,80012,306,0
346593,0,6,1,1,-2,-2,-2,-2,-2,-2,-1342,-2098,-1196,2007,-415,1623,904,1148,396,111,411,301,0
10833,0,2,2,1,0,0,0,0,2,2,16264,5833,3339,3402,17934,7247,1003,569,868,573,1477,428,0
60848,1,2,3,1,0,0,0,0,0,0,44286,21887,55637,7415,16198,31284,0,3128,1676,2416,497,640,0
124770,1,1,2,1,1,2,0,0,0,0,95407,73154,90060,52006,22713,41334,3868,3500,2743,366,1776,1812,0
15258,1,2,1,1,2,2,2,2,2,2,23151,44582,41994,15929,33385,23125,0,0,877,682,960,244,1
16013,1,1,2,1,0,0,0,0,0,0,-2013,-643,7746,11745,-1343,518,985,618,1132,305,208,0,0
82825,0,1,2,1,0,0,0,2,2,2,95703,69987,144500,77452,77086,99419,804,11032,2376,658,8403,222,0
301013,1,1,2,1,-1,-1,-1,-1,-1,-1,608,2049,12270,1784,175,458,17877,25556,42158,162,29631,135887,0
111925,1,1,2,1,0,3,2,2,2,2,54051,3086,23622,51798,4115,8846,663,807,2267,5315,147,0,0
517147,1,1,1,1,0,0,0,0,0,0,182009,93774,295826,17714,29835,107704,1307,6899,11423,43166,390,5631,1
41050,1,2,2,0,0,0,0,0,0,0,8528,13078,21221,3107,9259,15262,1444,760,3846,565,4584,893,0
110837,1,2,1,1,0,0,0,0,0,0,80106,100265,88487,73793,42638,109600,3784,2233,765,2069,4010,3997,0
291471,1,3,0,1,-1,-1,-1,-1,-1,-2,1332,563,-435,1679,979,433,0,5,1260,20,1015,796,0
22360,1,2,3,1,0,0,0,0,0,0,73552,86461,54876,61278,21520,17680,46086,21891,5823,2038,842,1824,0
118309,0,3,2,1,3,0,0,0,0,0,53020,42934,32929,39794,25010,51493,722,2006,590,1404,2395,2160,0
109776,1,3,2,1,2,-2,-2,-2,-2,-2,9260,326,8115,17711,-1400,-22,568,335,784,180,1387,0,1
477872,1,1,2,1,1,0,2,0,0,0,219889,158672,175878,170382,325262,204454,9473,21320,13402,2837,4940,3828,1
184103,0,2,2,1,-2,-2,-2,-2,-2,-2,-2233,-549,-504,2521,-621,306,0,0,0,193,50,1496,0
21192,1,5,2,1,0,0,0,2,2,0,5432,40517,4048,18211,1985,7,1261,503,0,463,552,127,0
50496,1,1,1,1,1,2,2,2,2,0,76306,71499,50883,25344,36166,112387,449,1723,668,230,1962,1171,0
60318,0,1,2,1,0,0,0,0,2,2,7525,42142,71409,14727,29285,10869,3527,4259,1654,5105,0,3274,0
71781,0,2,1,1,2,2,0,2,0,0,31786,26680,73867,74275,92771,51800,1024,2167,2527,3295,395,105,1
481501,0,2,1,1,1,-1,-1,-1,0,0,65300,172335,76142,292570,75542,69201,15629,16293,11684,38131,15161,6248,0
285190,0,1,1,1,-1,0,0,0,0,0,232586,182784,361476,74722,231464,206901,11622,8915,13038,3765,12666,22135,0
46445,1,2,2,1,2,2,3,2,2,2,44264,35273,42105,29511,21137,78556,0,806,1324,0,0,2125,1
433082,1,1,1,1,-1,-1,-1,-1,-1,0,17923,18796,13507,1954,1315,13797,3648,9535,11444,415,3929,5510,0
379338,1,1,1,1,-1,-1,-1,-1,-1,-1,-922,2108,2094,9230,6278,23401,20334,2159,6842,342,16480,139146,0
37519,0,2,3,0,0,0,0,0,0,0,10881,24723,22872,15461,14351,27166,298,1536,1344,2938,1405,2107,1
72868,0,2,1,1,-1,0,0,-1,0,0,12278,37022,24237,17751,25252,752,2146,3792,1302,356,1368,2409,0
115758,0,3,2,1,2,2,3,2,2,2,122674,107134,78262,121695,89619,84096,0,4476,2903,2478,410,2970,1
188658,1,1,2,1,0,0,0,0,0,0,117836,79463,114103,82708,107611,66721,3379,2178,3352,1897,6324,6739,0
196982,0,1,1,1,-1,-1,-1,-1,-1,0,34298,41411,55449,19748,418,43073,2285,1660,2754,993,1386,0,0
39447,0,1,1,0,0,0,0,0,0,0,12027,60998,32966,16116,17024,16074,3079,5622,3925,1006,833,5272,0
80768,1,1,2,1,1,-2,-2,-2,-2,-2,-437,-980,-2926,416,-1688,-1,0,0,0,0,0,0,0
66979,0,1,2,1,2,-1,2,-2,-1,-1,-56,5686,2223,1425,360,-742,550,1709,1328,23,1433,130,1
31069,0,1,1,1,1,2,2,2,2,0,18967,35514,24087,47485,5759,39420,1257,1098,2986,1479,1591,1146,1
14600,1,2,2,1,-1,-1,-1,0,0,0,-837,306,14873,11590,8633,718,944,1749,386,1436,418,806,0
313879,1,2,2,1,1,0,0,0,0,0,72610,46732,63955,105160,115347,189401,8501,10809,7630,64752,6289,14390,0
134686,1,1,2,0,-2,-2,-2,-2,-2,-2,3594,911,43,1993,670,1246,0,942,3483,0,2205,2160,0
98143,1,0,2,0,-1,-1,-1,-1,-1,-2,-941,-890,-2058,-154,-985,-2496,0,1717,0,279,458,0,0
267242,0,1,2,1,0,0,0,0,0,0,147613,86383,134890,116152,115709,212401,8437,5892,4142,277,4919,2318,0
70143,1,1,1,1,0,0,0,0,0,0,61041,54811,75916,41004,30222,81142,1723,1278,2976,131,1409,2124,0
48588,1,2,2,1,-1,-1,0,-1,0,0,2795,2627,10742,7380,6055,1348,1425,6993,239,94,510,222,0
474569,1,2,1,1,-1,-1,-1,0,0,-1,19190,195452,134376,83431,132421,250792,13033,10176,41870,20054,13245,5142,0
495996,1,4,1,1,1,-2,-1,0,0,0,13041,6895,23183,16021,1395,11572,2413,1982,50775,50139,27687,2415,0
84638,0,5,2,0,-1,-1,0,-1,-2,-1,22093,31719,-235,2539,-5,1094,2515,275,427,1345,0,1503,0
62229,0,3,3,1,0,0,0,0,0,0,159367,27567,51898,35006,91138,2542,6512,7641,204,0,73843,1781,1
132205,1,1,2,1,0,0,2,0,0,0,13987,50926,44786,29337,13978,13657,2680,165,1632,859,4367,3201,0
126062,1,2,1,1,-1,-1,-1,-1,-1,-1,-1089,1143,625,0,-267,-228,1038,877,1328,381,4164,2284,0
82585,0,1,2,0,0,0,-2,0,-2,-2,6187,-30,2869,1683,672,1609,1453,19,878,137,22,210,0
10000,0,2,2,1,2,3,3,2,2,2,15879,20301,12816,7773,35630,20859,0,3336,99,346,279,0,1
48537,1,3,1,1,1,-1,-1,0,0,0,3564,426,18807,20700,1355,1729,1368,4834,4137,128,1136,0,0
91857,0,3,2,1,0,0,0,0,-1,0,16613,41896,46949,2163,1093,-196,0,2152,3752,2038,417,247,0
361876,0,1,1,1,-2,-2,-2,-2,-2,-2,768,1358,-1451,857,-905,-250,1069,572,518,443,2480,2705,0
51714,1,3,3,1,0,0,0,0,0,0,11191,45102,12175,11873,31135,66525,921,4644,2425,0,1772,0,0
299828,1,1,2,1,0,0,0,0,0,0,140126,209197,335409,134119,229381,245650,7584,9131,2090,4507,4958,9138,0
364531,0,2,1,1,-1,-1,-1,-1,0,0,1414,2912,25854,58060,37176,18633,8338,3132,1001,504,2120,8216,0
74314,1,3,0,1,0,0,0,0,0,0,90133,38158,52963,35067,25331,60600,2153,2516,8993,603,4217,1761,0
211578,1,1,2,1,0,0,0,-1,0,0,14348,3318,43193,29170,14437,6611,4444,1760,10396,4482,6480,497,0
117911,0,1,2,0,-1,-1,-2,-1,-2,-2,-428,546,2533,2354,461,-1609,0,0,127,0,59,1526,1
158822,1,1,2,1,0,0,0,0,0,0,82421,91346,126157,86379,85199,82300,1145,8735,5267,17917,5314,2248,0
288354,0,1,2,1,2,2,2,2,0,0,104055,25840,41225,47743,28126,10251,42,1635,2837,1591,11917,5221,1
119531,0,1,2,1,0,0,0,0,0,0,76122,85572,54818,30818,25415,84324,4605,5414,2825,2426,3660,3281,0
370422,0,1,1,1,-2,-2,-2,-2,-2,-1,-1520,-552,1697,2057,540,-1671,6512,1736,1201,110,4659,2994,0
494231,0,2,2,1,0,-1,0,-1,0,0,39880,35839,22439,7510,21335,49217,23359,47150,54229,1062,1867,1233,0
232204,0,1,2,0,-1,-2,-2,-2,-2,-2,-1325,-914,891,2973,806,1218,6715,1430,1865,98,0,266,0
372223,1,1,2,1,1,-1,-1,2,-2,-1,-826,-1752,-1826,1142,-2129,1053,0,0,0,6548,6658,443,0
226903,1,2,2,1,-1,-1,-1,-1,-1,-1,-727,773,2381,2818,-153,672,13205,1675,3400,616,95,1520,0
102757,1,1,2,0,2,0,0,0,0,0,63183,31807,65565,13255,19498,43806,1327,2983,682,1588,655,1007,0
62159,0,1,1,1,2,0,0,-1,0,0,41718,64792,44300,75954,30787,56154,3279,2049,4144,813,2616,287,0
150326,0,4,2,1,1,-1,-2,-2,-2,-2,-725,248,-1099,1122,512,-2549,0,1065,366,0,190,0,0
112265,1,1,2,1,0,0,0,0,0,0,86788,53733,50897,31471,40302,38630,1512,502,1515,2103,1428,2479,0
248890,1,2,2,0,-1,-1,-1,-1,-1,0,-2403,2637,859,3455,2253,863,305,518,1025,1769,4092,2189,0
68779,0,1,2,1,0,0,0,0,0,0,86053,149793,163096,81869,114543,101866,1389,2247,1540,1847,2053,3745,0
146269,1,1,2,1,0,0,0,0,0,0,184094,97645,140165,143072,134203,171349,1591,9333,15652,2600,3120,49259,0
55000,1,2,2,1,0,0,0,0,0,0,16984,43042,52747,20053,5741,11976,669,964,1441,875,1365,121,1
256324,1,3,1,1,1,-2,-2,-2,-2,-1,1806,529,760,3062,813,18160,0,5208,3885,1951,1856,672,0
115980,0,3,1,1,2,-1,0,0,0,0,42552,25388,34650,45806,46713,49025,2006,9314,1956,495,1557,155282,1
467284,1,1,2,0,1,-1,-2,-1,-2,-2,2279,752,13570,1483,977,-311,484,20843,23529,0,0,9178,1
332222,1,2,2,1,0,0,0,0,0,0,195998,158387,240440,138279,172365,340945,12374,11878,9446,11442,9680,20201,1
128924,1,2,1,1,-1,0,0,-1,-1,-1,24267,33710,1282,16512,19098,15063,0,3361,1626,1370,1031,2137,1
10000,1,3,2,1,0,0,2,-1,2,2,16497,16637,25629,31544,36802,22885,1955,6381,264,1760,1117,2110,1
61797,0,2,2,1,0,0,0,2,0,0,108635,61468,124414,84273,120466,66538,882,995,4213,1309,3198,645,0
245821,0,1,2,1,-2,-1,-2,-2,-1,-2,-82,172,2225,860,2190,-459,181,6168,3983,0,222,590,0
165130,0,2,2,1,-1,-1,-1,-1,0,0,-221,-1873,195,20544,11671,121,460,628,588,27,0,377,0
64957,0,3,3,1,0,0,0,0,0,0,22497,36412,51577,33175,35457,76754,1554,2220,1761,387,1535,424,0
359208,1,1,1,1,-1,-1,-1,-1,-2,-2,-695,3,-395,-566,487,474,543,945,734,0,0,160,0
34001,1,2,2,1,3,0,2,2,2,2,39049,39369,54734,84912,42730,15818,3020,969,2698,423,1926,4696,1
250296,0,2,2,0,-1,0,-1,-1,0,0,-99,203,558,3048,224,155,1195,1243,3278,6459,10472,345,0
92574,1,1,2,0,-2,-2,-2,-2,-2,-2,-1778,-1019,-1422,216,-1048,-957,0,0,1306,0,313,0,0
52485,1,3,0,1,-1,-1,-1,-1,-1,-1,14134,-1144,613,784,-949,-1263,254,0,386,0,0,17,0
13488,1,5,2,1,0,0,0,0,0,0,18214,50181,20441,22442,170,2417,2519,3003,956,912,348,0,0
289786,1,2,1,1,1,2,0,0,0,0,187306,122555,144384,131029,157668,184648,624,4945,8624,2293,5978,9437,1
50064,0,2,1,1,0,0,0,0,0,0,19661,47076,32502,13878,96,29475,1951,2513,989,7,361,378,1
42038,1,1,2,0,0,0,0,0,0,0,10914,61435,9007,12514,14797,109,2004,1749,1499,26,0,110,1
182553,1,3,1,1,1,-2,-2,-1,-2,0,-1621,-451,-1383,1339,-292,-581,0,0,164,354,1263,0,0
57290,0,1,2,1,0,0,0,0,0,0,94431,164134,182956,140059,107364,126213,6737,13953,2967,4511,4421,9759,1
392814,1,3,1,1,-2,-2,-1,-1,-1,-1,391,46870,491,21093,939,13872,9197,3880,7307,6408,4484,5852,1
42550,1,2,3,1,0,0,0,-1,0,0,2216,1241,22346,23205,10541,20895,644,1216,1639,3155,1505,1089,0
59492,1,2,2,1,-1,-1,0,0,0,0,2836,1419,17317,1832,18396,2449,1890,1361,3068,1937,1780,477,1
92678,1,1,2,1,0,0,0,0,0,0,74463,43378,61312,36201,54454,65084,6386,2541,2392,902,2751,3357,0
18718,1,3,3,1,0,0,0,0,0,0,14349,21265,20381,19779,11675,28484,1763,2031,383,549,1657,1787,0
86780,0,6,1,0,0,-2,-2,0,0,-2,15853,1743,18332,29739,263,2278,880,3549,284,560,241,404,0
126907,1,2,2,1,0,-1,2,2,-1,-1,112018,251518,101983,174045,99247,179215,14223,11503,2909,3284,5130,7067,0
125141,0,1,2,1,-1,-1,-1,-1,-1,-1,-569,1399,-1453,2838,2146,802,10432,1615,283,1545,3354,493,0
224913,1,2,2,1,0,0,0,0,0,0,221553,215545,210708,191305,154390,187136,10568,7921,21501,6354,6544,9543,0
61694,1,2,1,1,0,0,0,0,0,0,209947,75195,107088,125561,25591,68139,5256,2354,1119,5021,3365,74,0
91462,1,2,2,1,0,0,0,0,0,0,85026,108149,137153,115422,82658,98789,12041,8514,3585,3054,4539,2632,0
56562,1,1,2,1,-1,-1,-1,-2,-2,-2,-40,436,-1302,294,-481,-1369,477,1265,342,0,0,365,0
286692,1,6,2,1,0,0,0,0,0,0,194381,143955,242473,170402,227815,190233,9983,12605,9758,8215,5225,25486,1
78838,0,3,1,1,-1,-1,-1,-2,-1,-2,-2933,-1202,-170,1113,582,135,442,1515,1420,324,0,179,0
19743,0,2,1,1,1,0,0,0,0,0,23048,42010,42025,50075,33855,52914,1887,5585,2704,0,2199,2010,0
326324,1,1,2,1,-1,-1,-1,-1,0,-2,-223,-557,12928,1827,788,369,9674,1403,9976,0,47,1493,0
52905,0,2,1,1,0,0,-1,2,-1,-1,39031,42549,43187,45177,26579,31972,4102,3336,3140,17041,3260,3315,0
315152,1,2,1,1,1,-2,-2,-1,0,0,896,-37,926,2236,-328,-932,211,399,512,547,7244,0,0
24985,1,2,1,1,1,-1,-1,-1,0,0,1113,-1028,4670,4150,1393,-1047,275,1105,4055,173,150,0,0
341011,1,3,2,1,1,2,0,2,0,0,286833,169583,162622,172600,137098,213544,11009,6636,11615,4358,9619,3771,1
24471,0,1,2,1,0,0,0,0,0,0,10988,36482,34441,44282,15893,13105,1901,4060,568,2332,2131,0,0
347194,1,1,2,1,-2,-2,-2,-2,-2,-2,-684,273,394,3738,1434,-354,340,1364,1517,754,3545,171,0
234918,1,3,2,1,-1,-1,-2,-1,-2,-2,2919,88,829,1950,-259,-640,3692,810,1433,628,137,2049,0
339686,0,1,2,1,0,0,0,0,0,0,489021,317059,575780,420134,441752,379334,16563,12176,20271,13415,5580,18155,0
233814,0,3,1,1,0,0,0,0,0,0,184578,163474,169208,193375,165970,142556,24061,8235,7078,2862,12437,5613,1
304855,0,3,1,1,1,-1,-1,-1,0,0,52051,96107,44208,29525,34989,113056,717,1820,1211,2546,4711,1268,1
39222,0,2,3,1,0,0,0,0,0,0,1158,44145,19972,17247,9098,16571,2101,3669,865,0,290,542,0
219278,1,3,3,1,0,0,0,0,0,0,141580,47806,51260,34930,32789,69118,5470,1296,1403,724,1643,2205,0
49800,1,2,3,1,-1,2,2,-1,0,0,1096,107455,26855,19372,44318,20618,13446,1880,3607,1459,1959,289,1
91881,0,2,1,1,0,0,0,0,0,0,16295,51923,140668,74422,13911,29661,2049,2925,730,2873,1131,1722,1
275275,1,4,2,1,-1,-1,-1,0,-1,-1,196959,44653,133011,34502,65932,59750,3185,8769,18030,4762,6028,1702,0
13874,1,3,1,1,-1,-1,-1,0,0,0,-1079,-1276,9005,2747,-287,141,429,3238,928,0,291,54,1
274519,1,2,1,1,0,0,0,0,0,0,189036,151133,214940,110430,112866,247586,10335,10969,113774,4061,6588,8010,0
351784,1,1,2,1,-1,-1,-1,-1,-2,-2,-1701,-822,-853,735,-1222,-29,2266,1977,38,0,1279,1686,0
18746,1,1,2,1,-1,-1,2,0,-1,0,17831,1307,4096,55357,2986,1605,7264,405,0,961,4974,2038,0
82527,0,2,1,1,1,-2,-2,-2,-1,0,-1344,10899,17070,2247,15079,12472,0,67,1520,4692,2628,1679,0
93553,1,2,2,1,-2,-2,-2,-2,-2,-2,-457,-1379,1530,1039,-1146,-1092,0,0,3194,1797,1811,599,0
139158,1,2,2,1,-1,-1,0,0,0,0,8126,28021,20099,17175,114580,7963,19370,858,17773,3079,1839,1643,0
180754,1,2,2,1,-1,-1,-1,-1,-1,-1,11649,16271,10302,26080,18706,2312,4375,2857,2818,5210,29440,1083,0
184395,0,1,2,1,2,2,2,-1,0,0,26130,78964,55119,20061,70599,86320,0,45141,441,387,472,408,0
295655,0,1,1,1,3,2,0,0,0,0,730,276,35267,24543,15748,1622,2402,1314,2467,1538,426,117,0
276678,0,1,2,1,0,0,0,0,0,0,69747,210818,561120,412279,427305,396772,16919,9188,22368,12555,5874,9493,0
35343,0,2,2,1,1,2,2,0,0,0,4803,16392,8194,18763,37196,42513,26,75,1075,650,590,1047,1
33286,0,2,1,1,2,2,2,2,2,0,51253,18771,44853,51565,7633,50392,0,2010,658,126,1092,414,1
155551,0,3,1,1,1,2,-1,-1,0,0,3044,1653,8766,1595,39757,-348,0,943,3776,5690,2110,2034,1
98205,0,2,2,1,2,2,2,0,2,0,3814,2682,19903,18173,1136,-602,0,774,2239,453,0,106,1
53214,0,3,2,1,0,0,0,2,2,2,21834,14289,26304,9903,27605,24739,2710,1946,4871,4145,7800,2360,0
112410,1,1,2,1,0,0,0,0,0,0,48617,58089,54004,12450,35323,50822,2165,2399,994,1349,2426,1536,0
283611,1,1,2,1,0,0,0,0,0,0,208857,127231,53780,12829,4511,87140,7851,9932,738,5055,190,1831,0
487156,1,2,2,1,0,0,0,0,0,0,405497,413921,447681,355716,186004,422727,12729,10799,22625,11204,11714,6773,1
242539,1,1,2,1,-1,-1,-1,-1,0,0,9421,22599,48771,14200,37337,34832,9960,10304,1348,1626,1686,82,0
523257,1,1,1,1,0,0,0,0,0,0,15128,49612,94809,72504,8106,47182,7832,12032,1259,23129,910,30431,0
294094,1,1,2,1,-2,-2,-2,-1,-2,-2,14852,783,167,3087,885,261,778,1716,998,5177,4293,17670,0
336904,1,2,1,1,-2,-2,-1,-2,-2,-2,-373,-625,580,1320,887,-1426,376,373,901,471,0,199,0
47699,0,3,1,1,1,2,-1,-1,0,0,5298,1030,17105,13539,23398,40475,0,717,2545,989,2319,2309,1
326284,0,1,1,1,-2,-2,-2,-2,-2,-2,95261,54854,83058,3977,1368,-426,4506,1475,22878,6157,453,11561,0
10000,0,2,2,1,0,0,0,0,0,0,1174,4288,10027,-1096,4043,-706,751,557,3400,0,668,62,0
85089,0,1,2,0,0,0,2,-1,-2,-2,37819,35488,1635,3068,2528,1719,4480,1242,1500,798,1060,759,0
357814,1,2,1,1,-1,-1,-1,-1,-1,-1,1320,7463,7963,16390,18052,9821,7930,10347,7858,28536,2305,16537,0
199628,1,3,2,1,-1,-1,-1,-1,-1,0,1321,1990,-559,1802,-333,123,605,0,1022,7,235,335,1
61037,1,1,2,1,0,0,0,0,0,0,15953,2298,3622,15174,32740,11651,2197,1221,732,293,9,162,1
59443,1,3,1,1,2,3,3,-1,0,3,-951,-484,446,-322,-598,22226,216,792,566,385,1778,982,0
286952,1,1,2,0,0,0,0,0,0,0,145722,397300,121883,119860,132112,171126,6058,11306,9305,4264,6149,6777,0
45762,0,3,1,1,0,0,0,0,0,0,153941,44346,51642,18078,21750,30401,1745,2515,1525,1192,5971,780,0
64388,1,1,2,1,2,2,3,2,2,0,60705,38597,65852,96882,36010,89466,0,0,597,0,23,0,1
342155,1,1,0,0,-1,-1,-1,-1,-2,-2,-461,-201,-746,2836,-244,-1840,92,505,0,0,0,0,0
89687,1,3,2,1,-1,0,-1,-1,-2,-2,2058,2191,-283,927,1188,-505,1340,968,342,0,198,7,0
293960,0,1,2,1,-2,-2,-2,-1,-2,-2,3630,-559,317,1728,-1136,-2081,0,539,3667,1024,285,2323,0
65151,1,1,1,1,-1,-2,-2,-1,-1,-1,687,-1109,1075,-1398,184,-535,0,0,3164,992,2275,1328,0
363160,1,1,2,1,0,0,0,0,2,0,87971,35494,78455,145613,44579,70284,12890,8450,51539,1552,19382,2552,0
225620,1,1,2,1,-1,-1,-1,-1,-1,-1,9553,16466,1208,19973,1369,660,923,410,3977,2062,3468,1407,0
263338,1,2,2,1,1,-2,-2,-2,-2,-2,781,-674,7331,18813,-831,-1099,0,991,1503,0,1244,721,1
81310,1,1,2,1,0,0,0,0,0,0,13567,41663,18690,14798,6617,20010,1210,2005,1602,325,2073,682,0
34200,0,1,2,1,-1,-1,-1,-1,0,0,-1431,-381,1409,1385,-323,3212,0,1372,2488,598,6021,6,0
85527,1,1,2,1,2,2,3,0,0,0,23711,3333,688,3553,3416,897,247,0,289,1373,184,0,0
43955,0,2,2,0,-1,0,0,0,0,0,-899,2105,-983,2346,1594,-206,296,1633,1173,80,143,142,0
41369,0,3,3,1,2,0,0,0,0,0,57785,58017,21121,8552,11557,2373,1525,1267,3081,2800,1419,0,1
196425,0,2,1,1,-1,-1,-1,-1,-1,-1,2466,1427,-432,2046,1814,338,591,0,362,183,172,328,0
112639,0,2,1,1,0,0,0,0,0,0,72808,93724,65749,78096,67267,91308,1307,2977,2079,1509,38,1712,0
51007,1,2,2,1,0,0,0,0,0,0,3579,11892,5415,12088,1238,2854,1394,1687,1617,0,151,224,0
355457,1,1,1,1,-1,-1,-1,-1,-1,-2,639,165,-332,2070,1561,-1169,862,1627,1784,1399,3397,134,0
111266,1,1,2,1,0,0,0,0,0,0,40184,57435,27831,45017,7924,49344,3252,2263,729,1821,2006,583,0
70579,0,2,1,1,0,0,2,0,2,2,75543,81014,121538,166167,74620,54401,3636,6788,1185,1538,10656,1752,1
59481,1,2,1,1,0,0,0,0,0,0,65445,35139,54165,40493,35481,26136,1421,4144,1163,1698,1507,7172,1
89190,0,1,2,1,2,0,2,2,-1,3,3125,815,22379,1036,1411,155,2577,224,1575,391,47,199,1
202100,0,1,2,0,-1,-1,-1,-1,-2,-2,-137,-119,-971,240,-1041,-147,200,231,1,0,0,50,0
65361,1,1,2,1,-1,-2,-1,-2,-2,-2,485,1659,418,1779,-1992,53,3133,1368,2614,0,0,0,0
41466,0,3,2,1,0,0,0,0,0,0,153956,149692,283738,19525,144711,18199,19801,4540,979,1643,14143,5580,0
81594,0,1,2,1,0,0,0,0,0,0,52250,88319,209524,94595,92121,62985,7864,11306,3646,3647,4825,5521,0
90940,0,1,2,0,-1,-1,-1,0,0,-1,8115,786,1559,1512,297,-1132,1346,1800,742,0,33,104,0
234626,0,1,2,1,-1,-1,-1,-1,-2,-2,-1544,-594,-3622,3080,-1096,-750,0,0,1038,0,79,0,0
108649,0,2,2,1,0,0,0,0,0,0,140430,136377,136702,120120,143411,192349,8570,6866,2461,3454,3854,5667,0
10000,1,3,2,1,0,0,0,0,0,0,51948,46618,22145,21057,9352,17012,3798,10811,803,3621,1473,1357,0
311225,1,1,2,1,-2,-2,-1,0,-2,-2,69202,53324,81760,81746,40836,-750,8980,25287,19566,12339,77166,17555,0
148824,0,3,2,1,2,2,0,0,0,0,92546,158217,133846,110498,95319,108737,81,3597,1498,1233,5162,2942,1
286674,1,1,2,1,0,0,0,0,0,0,147993,120587,154564,92518,128102,85468,5277,6897,40088,4050,1697,2995,0
195719,0,1,2,1,-1,-1,-1,-2,-1,-2,-1980,23,-701,3984,609,-1723,0,0,0,0,0,0,1
192139,0,1,2,1,1,-2,-1,-1,-1,-2,-336,178,-1261,3114,16,471,0,0,2305,224,79,261,0
188627,1,2,1,1,-1,-1,-1,-1,-1,-1,-1305,11204,6451,9355,9602,10341,1641,1876,8403,538,2546,151000,0
135574,0,3,0,1,0,-1,-1,-1,-1,-1,-1260,2246,547,2599,2216,18134,3344,581,777,2443,4949,6126,0
125631,0,2,2,0,0,0,0,0,0,0,8762,14775,28169,6509,21613,14940,1639,2038,4148,0,1163,704,0
207030,1,3,1,1,1,-2,-1,-1,0,0,1414,-428,8619,23625,2330,1014,217,5760,2674,442,5954,7611,0
290376,1,2,3,1,-1,-1,0,0,0,0,453360,502661,265572,195749,188309,264993,4564,13125,1424,837,229,147,1
91650,1,3,0,1,0,0,0,0,0,0,20876,85285,35051,23492,18133,89699,1867,2761,1322,190,2087,1757,0
180759,0,1,2,1,0,0,0,0,0,0,134145,149431,144709,29761,62012,25156,4858,5079,4988,2698,4954,8089,0
354345,1,1,1,1,-1,-1,-1,-1,0,-1,-556,1439,-153,3449,-318,151,167,519,316,0,17,286,0
83686,1,2,2,1,0,0,0,0,0,0,128941,89402,162420,69301,20714,94634,6480,5184,3466,2731,0,3227,0
81825,1,1,2,0,2,3,3,-2,-2,-2,7760,14692,714,1472,-806,-1310,1762,1285,27,396,0,0,1
131607,0,2,3,0,0,0,0,0,0,0,33772,52644,48266,44448,21166,59992,1619,2029,1883,2622,2002,1252,0
68230,1,2,1,1,0,0,0,0,0,0,259292,122899,108487,138029,76233,81472,4174,10178,3441,4625,4135,926,0
109381,0,4,2,1,0,0,0,0,0,0,52229,50239,43761,81433,27617,37022,5718,5158,1252,1344,2623,1480,0
207363,0,2,1,1,-2,-2,-2,-2,-2,-1,16807,61837,62,2411,16705,5466,41,977,11059,66623,5845,6051,0
91341,0,2,1,1,0,0,0,0,0,0,170470,41340,128559,177975,32198,29010,2807,16519,3122,1020,1338,0,0
53633,1,2,2,1,2,2,2,0,2,0,289092,273980,160347,95802,105367,178119,6748,5463,2913,8421,31,6681,1
41049,1,2,1,1,0,0,0,0,2,0,98968,104430,116314,109766,129702,179986,2341,3156,1186,979,3858,2771,0
