checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,25,critical account,radio/television,3705,500 <= < 1000 DM,>=7 years,1,none,2,car or other,1,none,rent,1,skilled employee / official,1,yes,yes,1,married/widowed,1
>= 200 DM ,26,critical account,furniture/equipment,1547,<100 DM,>=7 years,4,none,3,car or other,1,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,48,critical account,car (new),2777,<100 DM,<1 years,4,none,2,car or other,1,none,own,1,skilled employee / official,1,yes,yes,0,married/widowed,1
no account,44,critical account,retraining,2458,<100 DM,>=7 years,3,none,3,car or other,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,61,existing credits paid back duly till now,business,250,<100 DM,1<= < 4 years,4,none,2,real estate,1,bank,for free,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,23,critical account,car (new),2630,500 <= < 1000 DM,1<= < 4 years,2,none,3,real estate,1,none,own,3,unskilled - resident,1,yes,no,1,married/widowed,0
no account,28,critical account,business,3845,<100 DM,4<= <7 years,2,co-applicant,2,real estate,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,0
>= 200 DM ,30,critical account,car (new),1514,no savings account,<1 years,3,none,1,real estate,1,none,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
<0 DM,25,critical account,furniture/equipment,4360,<100 DM,1<= < 4 years,2,none,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,18,critical account,furniture/equipment,4184,<100 DM,4<= <7 years,4,guarantor,2,car or other,0,none,rent,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,21,existing credits paid back duly till now,radio/television,5357,no savings account,>=7 years,2,none,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,17,all credits at this bank paid back duly,radio/television,786,<100 DM,1<= < 4 years,4,guarantor,4,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,4,existing credits paid back duly till now,education,1302,<100 DM,1<= < 4 years,4,co-applicant,4,car or other,0,none,own,1,management/ highly qualified employee,1,none,yes,1,divorced/separated,0
0 <= <200 DM,21,existing credits paid back duly till now,radio/television,4617,<100 DM,1<= < 4 years,2,none,4,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,41,critical account,car (new),1520,<100 DM,4<= <7 years,2,none,2,car or other,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,24,all credits at this bank paid back duly,radio/television,503,<100 DM,>=7 years,4,co-applicant,3,real estate,1,bank,own,2,skilled employee / official,1,none,yes,0,married/widowed,1
no account,30,critical account,business,250,no savings account,>=7 years,4,none,4,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,12,critical account,car (new),250,<100 DM,1<= < 4 years,4,co-applicant,3,unknown / no property,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,8,all credits at this bank paid back duly,furniture/equipment,617,<100 DM,>=7 years,2,none,4,car or other,1,bank,rent,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
>= 200 DM ,42,existing credits paid back duly till now,business,677,<100 DM,1<= < 4 years,4,none,2,real estate,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,0
<0 DM,19,critical account,furniture/equipment,3851,<100 DM,1<= < 4 years,2,none,4,car or other,0,none,rent,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,13,existing credits paid back duly till now,business,914,100 <= <500 DM,1<= < 4 years,4,none,2,real estate,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,4,existing credits paid back duly till now,furniture/equipment,879,<100 DM,<1 years,2,none,2,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,married/widowed,1
no account,19,critical account,car (used),1108,<100 DM,<1 years,2,none,2,car or other,1,none,own,1,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
no account,10,existing credits paid back duly till now,business,250,<100 DM,1<= < 4 years,4,none,2,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,10,critical account,business,996,<100 DM,1<= < 4 years,4,none,2,car or other,0,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
>= 200 DM ,4,critical account,business,8502,no savings account,>=7 years,2,none,2,car or other,1,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,21,no credits taken,furniture/equipment,250,500 <= < 1000 DM,<1 years,2,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,21,critical account,furniture/equipment,896,>= 1000 DM,1<= < 4 years,4,none,1,car or other,0,store,for free,1,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,4,all credits at this bank paid back duly,radio/television,1198,no savings account,4<= <7 years,2,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,28,existing credits paid back duly till now,furniture/equipment,1446,500 <= < 1000 DM,<1 years,2,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,4,critical account,radio/television,4570,<100 DM,4<= <7 years,2,none,4,unknown / no property,1,bank,own,2,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,15,delay in paying off,car (used),2519,<100 DM,>=7 years,1,none,3,car or other,1,bank,for free,1,management/ highly qualified employee,1,none,no,1,married/widowed,1
0 <= <200 DM,21,critical account,car (new),1502,no savings account,1<= < 4 years,4,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,19,critical account,car (used),585,500 <= < 1000 DM,1<= < 4 years,1,guarantor,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
>= 200 DM ,9,critical account,education,568,<100 DM,unemployed,4,none,2,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
>= 200 DM ,26,critical account,furniture/equipment,250,<100 DM,<1 years,2,none,4,real estate,1,bank,own,2,skilled employee / official,1,none,yes,1,married/widowed,1
<0 DM,21,critical account,radio/television,10208,500 <= < 1000 DM,4<= <7 years,2,none,2,car or other,0,none,own,1,skilled employee / official,1,none,no,0,divorced/separated,1
no account,21,delay in paying off,furniture/equipment,2654,<100 DM,<1 years,4,none,2,unknown / no property,1,none,own,1,unskilled - resident,2,none,yes,0,married/widowed,1
0 <= <200 DM,45,critical account,furniture/equipment,7613,500 <= < 1000 DM,1<= < 4 years,2,none,2,unknown / no property,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,4,critical account,furniture/equipment,250,no savings account,4<= <7 years,4,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,34,critical account,others,6216,<100 DM,<1 years,4,none,2,real estate,1,bank,own,1,unskilled - resident,2,none,yes,0,divorced/separated,1
no account,24,existing credits paid back duly till now,radio/television,1076,>= 1000 DM,>=7 years,1,none,4,real estate,1,store,for free,3,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,4,existing credits paid back duly till now,education,250,<100 DM,4<= <7 years,2,none,4,real estate,1,none,rent,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,0
no account,8,critical account,car (new),250,<100 DM,unemployed,3,none,2,car or other,0,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,7,existing credits paid back duly till now,others,1208,<100 DM,4<= <7 years,3,none,2,car or other,0,none,own,3,management/ highly qualified employee,1,none,yes,0,divorced/separated,0
no account,23,all credits at this bank paid back duly,furniture/equipment,250,<100 DM,<1 years,2,guarantor,2,car or other,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,7,existing credits paid back duly till now,radio/television,250,<100 DM,1<= < 4 years,4,guarantor,4,real estate,1,store,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,21,all credits at this bank paid back duly,furniture/equipment,1368,<100 DM,>=7 years,4,none,2,savings agreement/life insurance,1,store,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,21,existing credits paid back duly till now,car (used),250,100 <= <500 DM,>=7 years,2,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,furniture/equipment,3103,<100 DM,4<= <7 years,2,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,35,existing credits paid back duly till now,furniture/equipment,3981,<100 DM,<1 years,4,none,4,car or other,0,bank,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,furniture/equipment,942,<100 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,1,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,23,delay in paying off,domestic appliances,919,<100 DM,>=7 years,2,none,4,real estate,0,store,own,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
no account,14,critical account,business,406,<100 DM,<1 years,1,none,2,savings agreement/life insurance,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,31,delay in paying off,domestic appliances,1313,<100 DM,unemployed,1,none,4,car or other,1,none,own,1,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,34,delay in paying off,business,882,<100 DM,<1 years,4,none,2,real estate,1,bank,own,1,skilled employee / official,1,yes,yes,0,married/widowed,0
no account,4,critical account,radio/television,4517,no savings account,<1 years,3,none,3,unknown / no property,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,11,delay in paying off,radio/television,3113,<100 DM,1<= < 4 years,4,none,2,car or other,1,none,own,1,management/ highly qualified employee,1,yes,yes,1,married/widowed,1
no account,14,all credits at this bank paid back duly,car (new),7454,no savings account,4<= <7 years,2,none,1,car or other,0,store,for free,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,12,existing credits paid back duly till now,furniture/equipment,510,<100 DM,1<= < 4 years,2,co-applicant,2,real estate,0,none,own,2,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,49,no credits taken,car (new),2135,<100 DM,4<= <7 years,4,none,2,savings agreement/life insurance,1,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,retraining,11909,no savings account,>=7 years,2,co-applicant,3,real estate,0,none,own,1,skilled employee / official,1,yes,no,1,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,repairs,1762,<100 DM,4<= <7 years,2,none,1,car or other,1,none,for free,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,43,critical account,furniture/equipment,3186,<100 DM,unemployed,4,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,20,existing credits paid back duly till now,business,898,<100 DM,>=7 years,3,none,2,real estate,0,none,for free,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
no account,24,existing credits paid back duly till now,radio/television,250,<100 DM,4<= <7 years,4,none,2,real estate,0,store,own,1,skilled employee / official,1,yes,no,1,divorced/separated,1
no account,12,critical account,car (new),2754,100 <= <500 DM,>=7 years,2,none,4,real estate,1,store,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,61,existing credits paid back duly till now,furniture/equipment,1040,<100 DM,>=7 years,2,none,2,car or other,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,0
0 <= <200 DM,4,existing credits paid back duly till now,car (used),1357,<100 DM,unemployed,1,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,11,critical account,business,583,<100 DM,4<= <7 years,2,none,4,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,13,delay in paying off,domestic appliances,3540,<100 DM,4<= <7 years,4,none,1,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,15,existing credits paid back duly till now,car (new),10264,<100 DM,<1 years,4,none,2,car or other,0,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1,divorced/separated,1
no account,18,existing credits paid back duly till now,furniture/equipment,971,<100 DM,<1 years,4,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,6,existing credits paid back duly till now,education,1191,<100 DM,>=7 years,4,none,2,unknown / no property,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,11,existing credits paid back duly till now,furniture/equipment,250,<100 DM,<1 years,2,none,1,car or other,0,none,own,1,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
<0 DM,24,critical account,furniture/equipment,307,<100 DM,1<= < 4 years,2,guarantor,3,real estate,0,none,for free,2,unemployed/ unskilled  - non-resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,37,no credits taken,others,2715,<100 DM,unemployed,4,none,2,unknown / no property,0,store,own,3,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,15,all credits at this bank paid back duly,radio/television,9573,>= 1000 DM,1<= < 4 years,4,none,2,car or other,0,none,own,2,management/ highly qualified employee,1,yes,yes,1,married/widowed,1
>= 200 DM ,4,existing credits paid back duly till now,furniture/equipment,832,<100 DM,>=7 years,1,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,4,critical account,car (new),2313,500 <= < 1000 DM,>=7 years,3,none,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,34,critical account,car (used),7300,500 <= < 1000 DM,4<= <7 years,3,co-applicant,4,real estate,1,none,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
<0 DM,22,existing credits paid back duly till now,furniture/equipment,250,no savings account,1<= < 4 years,3,co-applicant,1,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
no account,34,critical account,car (used),1162,<100 DM,1<= < 4 years,2,none,3,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,14,no credits taken,business,3039,<100 DM,1<= < 4 years,1,none,1,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,28,delay in paying off,furniture/equipment,1134,<100 DM,1<= < 4 years,2,none,3,real estate,1,bank,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,18,critical account,car (new),1213,>= 1000 DM,4<= <7 years,3,guarantor,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,4,existing credits paid back duly till now,furniture/equipment,1696,<100 DM,4<= <7 years,1,none,1,car or other,1,store,own,1,management/ highly qualified employee,1,yes,yes,1,married/widowed,1
no account,47,critical account,car (new),3633,<100 DM,unemployed,1,none,2,car or other,1,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,12,existing credits paid back duly till now,car (new),1624,100 <= <500 DM,<1 years,2,none,1,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
0 <= <200 DM,21,existing credits paid back duly till now,furniture/equipment,3548,<100 DM,<1 years,2,none,2,unknown / no property,0,bank,own,1,skilled employee / official,2,none,yes,1,married/widowed,0
<0 DM,20,critical account,education,250,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,21,critical account,car (new),4323,<100 DM,<1 years,2,none,3,car or other,0,none,own,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
<0 DM,45,existing credits paid back duly till now,radio/television,1864,<100 DM,<1 years,2,none,1,car or other,1,bank,own,1,unemployed/ unskilled  - non-resident,1,yes,yes,1,married/widowed,1
<0 DM,44,existing credits paid back duly till now,radio/television,505,100 <= <500 DM,4<= <7 years,4,none,2,car or other,1,bank,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,4,all credits at this bank paid back duly,business,10828,<100 DM,>=7 years,4,none,2,real estate,0,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,62,critical account,car (used),345,<100 DM,<1 years,2,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,no,1,divorced/separated,1
>= 200 DM ,9,existing credits paid back duly till now,education,1847,<100 DM,>=7 years,2,none,2,real estate,1,store,rent,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,15,no credits taken,car (new),250,<100 DM,>=7 years,1,none,1,unknown / no property,0,bank,own,2,unskilled - resident,1,yes,no,1,divorced/separated,1
0 <= <200 DM,21,critical account,car (new),1680,100 <= <500 DM,1<= < 4 years,4,none,4,unknown / no property,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,19,existing credits paid back duly till now,business,250,<100 DM,1<= < 4 years,4,guarantor,4,car or other,1,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,22,critical account,education,3393,<100 DM,4<= <7 years,3,none,4,real estate,0,bank,own,1,unskilled - resident,1,yes,yes,1,married/widowed,0
<0 DM,11,critical account,radio/television,2164,<100 DM,4<= <7 years,3,none,2,real estate,1,none,for free,1,skilled employee / official,1,none,no,1,divorced/separated,1
<0 DM,4,no credits taken,education,828,no savings account,1<= < 4 years,2,none,3,savings agreement/life insurance,0,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,9,critical account,car (new),250,<100 DM,1<= < 4 years,2,none,1,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,no,1,divorced/separated,0
no account,26,no credits taken,furniture/equipment,4100,<100 DM,>=7 years,4,none,2,unknown / no property,1,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,22,critical account,furniture/equipment,9501,<100 DM,<1 years,2,none,3,unknown / no property,0,none,own,3,unskilled - resident,1,yes,yes,0,divorced/separated,1
<0 DM,6,existing credits paid back duly till now,business,577,<100 DM,>=7 years,4,none,1,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,22,critical account,education,3175,<100 DM,4<= <7 years,4,none,1,unknown / no property,1,bank,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,35,critical account,car (new),250,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,0,bank,own,2,unskilled - resident,1,yes,yes,0,divorced/separated,0
no account,14,existing credits paid back duly till now,education,1445,<100 DM,<1 years,1,none,4,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,22,existing credits paid back duly till now,furniture/equipment,250,<100 DM,>=7 years,4,none,2,unknown / no property,1,bank,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
>= 200 DM ,13,existing credits paid back duly till now,furniture/equipment,250,<100 DM,4<= <7 years,2,none,4,real estate,0,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,0
<0 DM,21,critical account,business,250,<100 DM,4<= <7 years,3,none,2,car or other,1,none,own,1,skilled employee / official,1,none,no,0,divorced/separated,1
no account,23,all credits at this bank paid back duly,education,250,<100 DM,1<= < 4 years,2,guarantor,3,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,25,critical account,others,835,500 <= < 1000 DM,unemployed,1,none,2,car or other,0,none,own,2,unemployed/ unskilled  - non-resident,1,none,no,0,divorced/separated,1
no account,16,critical account,business,1827,no savings account,1<= < 4 years,4,none,2,real estate,1,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,21,existing credits paid back duly till now,radio/television,428,<100 DM,1<= < 4 years,4,co-applicant,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,4,critical account,radio/television,6636,no savings account,unemployed,4,none,2,real estate,1,none,rent,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,18,critical account,car (new),250,no savings account,>=7 years,3,none,2,car or other,0,bank,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,60,existing credits paid back duly till now,furniture/equipment,7151,<100 DM,1<= < 4 years,4,none,2,car or other,1,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,20,critical account,furniture/equipment,250,<100 DM,>=7 years,2,none,2,car or other,0,none,own,2,unskilled - resident,1,yes,yes,0,divorced/separated,0
<0 DM,5,existing credits paid back duly till now,furniture/equipment,250,<100 DM,4<= <7 years,1,none,3,car or other,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,20,all credits at this bank paid back duly,furniture/equipment,250,<100 DM,>=7 years,4,none,4,real estate,0,none,own,1,management/ highly qualified employee,1,none,yes,0,married/widowed,1
no account,15,existing credits paid back duly till now,car (new),622,100 <= <500 DM,4<= <7 years,1,none,3,real estate,0,none,own,1,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
0 <= <200 DM,7,critical account,business,3175,100 <= <500 DM,<1 years,2,none,3,car or other,1,bank,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,0
<0 DM,31,all credits at this bank paid back duly,furniture/equipment,631,<100 DM,4<= <7 years,3,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
no account,7,critical account,education,250,<100 DM,unemployed,4,none,1,unknown / no property,0,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,15,critical account,furniture/equipment,250,<100 DM,1<= < 4 years,4,none,4,car or other,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,0
no account,24,existing credits paid back duly till now,others,8215,100 <= <500 DM,>=7 years,1,none,2,real estate,0,store,own,1,unskilled - resident,1,none,yes,0,married/widowed,1
>= 200 DM ,25,existing credits paid back duly till now,business,1372,no savings account,<1 years,3,none,4,car or other,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,21,critical account,car (new),1258,<100 DM,1<= < 4 years,1,none,2,savings agreement/life insurance,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,10,existing credits paid back duly till now,radio/television,643,<100 DM,1<= < 4 years,1,none,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,13,delay in paying off,furniture/equipment,250,<100 DM,1<= < 4 years,4,none,4,real estate,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,13,critical account,furniture/equipment,6119,<100 DM,<1 years,2,none,2,savings agreement/life insurance,1,none,rent,1,unskilled - resident,2,yes,no,1,divorced/separated,1
no account,23,existing credits paid back duly till now,radio/television,573,<100 DM,<1 years,4,guarantor,3,real estate,0,none,own,1,management/ highly qualified employee,2,none,yes,1,divorced/separated,0
no account,20,existing credits paid back duly till now,radio/television,964,<100 DM,<1 years,4,guarantor,4,unknown / no property,0,bank,for free,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,6,all credits at this bank paid back duly,furniture/equipment,710,<100 DM,<1 years,2,none,1,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,16,existing credits paid back duly till now,car (new),250,<100 DM,<1 years,2,co-applicant,2,real estate,0,none,own,1,skilled employee / official,1,yes,no,1,divorced/separated,0
<0 DM,19,delay in paying off,business,9618,<100 DM,1<= < 4 years,4,guarantor,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,23,delay in paying off,car (used),9790,<100 DM,>=7 years,4,co-applicant,2,unknown / no property,0,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
<0 DM,24,delay in paying off,radio/television,468,<100 DM,4<= <7 years,3,none,2,real estate,0,none,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,26,critical account,business,935,<100 DM,unemployed,4,co-applicant,2,savings agreement/life insurance,1,bank,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,33,delay in paying off,education,3980,100 <= <500 DM,1<= < 4 years,2,none,2,real estate,1,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,radio/television,419,>= 1000 DM,<1 years,2,none,3,unknown / no property,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,20,existing credits paid back duly till now,radio/television,4534,<100 DM,>=7 years,3,none,3,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,58,existing credits paid back duly till now,furniture/equipment,250,100 <= <500 DM,>=7 years,1,none,3,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,20,critical account,furniture/equipment,401,<100 DM,<1 years,4,guarantor,2,unknown / no property,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,15,existing credits paid back duly till now,business,1184,<100 DM,1<= < 4 years,3,none,4,unknown / no property,0,none,for free,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
0 <= <200 DM,32,existing credits paid back duly till now,radio/television,1243,<100 DM,1<= < 4 years,2,none,3,savings agreement/life insurance,1,bank,rent,1,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,23,critical account,business,250,<100 DM,>=7 years,4,none,3,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,23,critical account,business,255,<100 DM,<1 years,2,none,3,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,furniture/equipment,4537,<100 DM,<1 years,4,none,3,real estate,0,bank,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
<0 DM,12,critical account,others,1971,<100 DM,4<= <7 years,2,none,2,car or other,0,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,12,critical account,furniture/equipment,675,<100 DM,<1 years,4,co-applicant,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,24,critical account,retraining,1888,100 <= <500 DM,>=7 years,3,none,1,real estate,1,bank,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,25,existing credits paid back duly till now,car (new),4129,<100 DM,<1 years,3,none,2,car or other,1,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,18,existing credits paid back duly till now,car (new),1642,<100 DM,>=7 years,2,none,4,real estate,0,none,own,1,skilled employee / official,1,yes,no,1,married/widowed,1
<0 DM,20,existing credits paid back duly till now,radio/television,2124,<100 DM,>=7 years,3,none,2,savings agreement/life insurance,0,store,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,9,existing credits paid back duly till now,car (new),3427,<100 DM,4<= <7 years,2,none,1,savings agreement/life insurance,1,none,own,2,skilled employee / official,1,yes,no,0,divorced/separated,1
0 <= <200 DM,22,critical account,radio/television,284,<100 DM,<1 years,1,none,1,car or other,0,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,4,delay in paying off,car (new),1211,<100 DM,>=7 years,4,none,4,car or other,1,bank,own,4,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,8,existing credits paid back duly till now,furniture/equipment,265,no savings account,>=7 years,4,none,2,real estate,1,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,11,critical account,car (new),3757,<100 DM,>=7 years,2,none,3,car or other,0,none,own,2,unskilled - resident,1,yes,yes,0,married/widowed,1
0 <= <200 DM,47,critical account,radio/television,4713,<100 DM,unemployed,2,none,1,unknown / no property,1,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
