checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,24.0,existing credits paid back duly till now,car (new),2535.588,<100 DM,1<= < 4 years,2.0,none,4.0,car or other,25<=x<=65,bank,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,delay in paying off,radio/television,2243.129,<100 DM,4<= <7 years,4.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,1549.587,100 <= <500 DM,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,72.0,critical account,car (new),3382.0044,<100 DM,>=7 years,4.0,none,3.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,17.126482,critical account,radio/television,1082.1008,<100 DM,4<= <7 years,4.0,none,3.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,6.0,existing credits paid back duly till now,furniture/equipment,2342.8406,500 <= < 1000 DM,<1 years,3.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,16.571363,existing credits paid back duly till now,car (new),1211.5972,no savings account,1<= < 4 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,40.7493,critical account,car (used),741.012,no savings account,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,3041.4338,<100 DM,4<= <7 years,2.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,married/widowed,1
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,1479.9154,<100 DM,<1 years,1.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,24.0,no credits taken,radio/television,1490.0208,<100 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,48.0,critical account,radio/television,7189.3257,no savings account,unemployed,4.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,40.550224,existing credits paid back duly till now,car (new),1510.6805,no savings account,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,radio/television,1554.9774,<100 DM,>=7 years,1.0,none,4.0,car or other,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),250.0,no savings account,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,business,4325.4624,no savings account,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,10.0,existing credits paid back duly till now,others,2339.9507,<100 DM,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,16.144396,existing credits paid back duly till now,radio/television,16562.066,<100 DM,>=7 years,4.0,none,1.8725103,car or other,25<=x<=65,none,own,4.0,skilled employee / official,2.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,radio/television,1384.3965,<100 DM,>=7 years,4.0,none,4.0,real estate,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,delay in paying off,furniture/equipment,2134.427,<100 DM,<1 years,1.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,12.0,critical account,car (used),1534.8868,no savings account,>=7 years,2.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (used),1874.5773,<100 DM,1<= < 4 years,3.0,none,1.0,car or other,25<=x<=65,bank,for free,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,24.0,critical account,radio/television,3154.3293,no savings account,1<= < 4 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,9.951427,existing credits paid back duly till now,furniture/equipment,1168.5992,no savings account,>=7 years,1.0,co-applicant,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,repairs,3615.0195,no savings account,1<= < 4 years,3.4405568,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,9.455404,critical account,radio/television,1003.7065,no savings account,<1 years,4.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,4.0,none,2.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,50.588165,existing credits paid back duly till now,radio/television,8032.4824,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,35.101597,existing credits paid back duly till now,business,3303.0386,<100 DM,1<= < 4 years,3.0,none,2.0,real estate,x<25 or x>65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,24.0,delay in paying off,radio/television,2322.8716,>= 1000 DM,<1 years,2.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,9.0,delay in paying off,furniture/equipment,1356.4972,<100 DM,1<= < 4 years,3.0,none,2.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,36.0,existing credits paid back duly till now,car (new),250.0,<100 DM,<1 years,1.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,no,male,divorced/separated,1
<0 DM,10.851864,critical account,business,6013.1406,<100 DM,<1 years,3.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,15.0,existing credits paid back duly till now,radio/television,2457.849,<100 DM,>=7 years,2.0,none,4.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,car (used),1935.2299,<100 DM,1<= < 4 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,2798.8113,500 <= < 1000 DM,1<= < 4 years,3.0,none,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,41.891552,critical account,radio/television,3482.049,<100 DM,4<= <7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,no,female,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,domestic appliances,1493.8108,<100 DM,>=7 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.952491,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,7.5366488,existing credits paid back duly till now,car (new),1894.1292,100 <= <500 DM,4<= <7 years,1.0,none,3.3373518,real estate,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,18.0,critical account,car (used),3951.268,100 <= <500 DM,4<= <7 years,4.0,none,3.0,unknown / no property,x<25 or x>65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,48.0,existing credits paid back duly till now,car (used),7752.3335,no savings account,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1434.6685,100 <= <500 DM,1<= < 4 years,2.2222452,none,2.0,unknown / no property,25<=x<=65,bank,for free,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
no account,30.417673,existing credits paid back duly till now,car (used),1769.8048,no savings account,1<= < 4 years,2.0,none,2.0439076,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,15.0,critical account,radio/television,1823.7017,no savings account,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,18.0,critical account,business,18424.0,<100 DM,>=7 years,4.0,co-applicant,2.0,savings agreement/life insurance,x<25 or x>65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,4.0,delay in paying off,radio/television,18424.0,no savings account,>=7 years,3.0,none,4.0,unknown / no property,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,furniture/equipment,1441.7806,no savings account,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,no credits taken,car (used),6001.2334,<100 DM,1<= < 4 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,5141.46,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,12.746672,critical account,radio/television,1545.5258,<100 DM,1<= < 4 years,1.0,none,3.674999,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,car (new),2761.1519,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,37.807392,existing credits paid back duly till now,car (new),1106.9158,<100 DM,4<= <7 years,3.0,none,1.0,unknown / no property,x<25 or x>65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,23.86851,no credits taken,radio/television,2728.3728,500 <= < 1000 DM,1<= < 4 years,1.0,none,4.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,furniture/equipment,3861.047,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,15.4554825,critical account,car (used),18424.0,>= 1000 DM,1<= < 4 years,4.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,0
no account,24.0,existing credits paid back duly till now,domestic appliances,1420.8931,no savings account,unemployed,4.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,23.228563,existing credits paid back duly till now,car (new),3033.6492,500 <= < 1000 DM,1<= < 4 years,1.0,co-applicant,3.0,car or other,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,22.87083,existing credits paid back duly till now,others,250.0,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,for free,2.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,6412.133,<100 DM,>=7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
no account,15.0,critical account,car (used),3624.9597,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,14.821244,existing credits paid back duly till now,car (new),6442.7437,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,delay in paying off,car (new),6155.933,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,car (new),3639.8926,<100 DM,<1 years,4.0,none,2.2784343,unknown / no property,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,4450.7554,<100 DM,<1 years,2.0,none,4.0,car or other,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,48.0,existing credits paid back duly till now,radio/television,3076.771,<100 DM,<1 years,4.0,none,3.0,real estate,25<=x<=65,none,own,2.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,250.0,no savings account,unemployed,2.0,none,4.0,savings agreement/life insurance,x<25 or x>65,store,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
<0 DM,18.0,critical account,radio/television,7949.6987,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,furniture/equipment,1492.0077,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),6814.932,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,72.0,existing credits paid back duly till now,radio/television,8177.985,<100 DM,<1 years,1.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,37.288116,delay in paying off,radio/television,7405.513,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,x<25 or x>65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,4.0,existing credits paid back duly till now,car (new),1407.091,<100 DM,4<= <7 years,3.0,none,4.0,unknown / no property,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),1517.9752,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,6.0,delay in paying off,radio/television,1203.5756,<100 DM,1<= < 4 years,3.0,none,1.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,furniture/equipment,1741.5104,no savings account,4<= <7 years,1.6776752,none,4.0,car or other,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,12.089628,existing credits paid back duly till now,repairs,1715.5244,no savings account,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,18.0,critical account,radio/television,1926.3032,no savings account,unemployed,4.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,781.66156,no savings account,unemployed,4.0,none,3.0,unknown / no property,x<25 or x>65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (new),4481.156,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,24.0,critical account,business,593.40594,no savings account,<1 years,2.0,none,1.0,car or other,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,0
no account,72.0,critical account,domestic appliances,18424.0,500 <= < 1000 DM,>=7 years,4.0,none,2.0,car or other,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,2188.8508,<100 DM,>=7 years,4.0,none,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,48.0,critical account,car (new),18424.0,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,1144.948,no savings account,4<= <7 years,4.0,co-applicant,1.0,car or other,x<25 or x>65,none,for free,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,36.0,delay in paying off,car (new),2398.8115,100 <= <500 DM,<1 years,4.0,none,4.0,car or other,x<25 or x>65,bank,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,delay in paying off,repairs,1029.5476,no savings account,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,2335.253,<100 DM,>=7 years,4.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,18.0,critical account,business,250.0,no savings account,<1 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
<0 DM,24.0,existing credits paid back duly till now,car (used),4370.9795,<100 DM,<1 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,15.0,critical account,car (new),1134.9009,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,22.47807,existing credits paid back duly till now,radio/television,771.70374,<100 DM,<1 years,2.0,none,2.0,real estate,x<25 or x>65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),1884.6802,no savings account,<1 years,4.0,none,4.0,unknown / no property,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,others,1576.229,100 <= <500 DM,unemployed,4.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
<0 DM,55.70449,existing credits paid back duly till now,furniture/equipment,3271.3154,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,12.0,no credits taken,furniture/equipment,1028.3688,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,21.0,existing credits paid back duly till now,radio/television,18424.0,500 <= < 1000 DM,>=7 years,4.0,none,3.0,real estate,25<=x<=65,none,for free,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,867.03546,no savings account,4<= <7 years,4.0,none,3.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,6.0,delay in paying off,furniture/equipment,2741.4885,>= 1000 DM,4<= <7 years,4.0,co-applicant,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),696.6957,<100 DM,4<= <7 years,4.0,none,3.7693243,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,24.0,critical account,car (new),3377.3877,<100 DM,<1 years,4.0,none,1.0,savings agreement/life insurance,x<25 or x>65,none,for free,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,11.247109,critical account,business,4762.824,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,1474.7943,<100 DM,>=7 years,1.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,3077.3557,<100 DM,>=7 years,3.0,none,4.0,unknown / no property,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,17.774645,existing credits paid back duly till now,furniture/equipment,1668.1293,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,2909.0977,>= 1000 DM,1<= < 4 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,15.0,critical account,car (new),2937.1565,>= 1000 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,36.0,critical account,car (new),6818.8374,no savings account,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),1615.551,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,4<= <7 years,3.0,none,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,for free,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,14.288403,delay in paying off,car (new),1055.8768,500 <= < 1000 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,car (new),2352.7927,<100 DM,>=7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),2025.0345,100 <= <500 DM,1<= < 4 years,4.0,none,1.0,car or other,x<25 or x>65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,30.0,all credits at this bank paid back duly,repairs,2012.5444,no savings account,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,critical account,repairs,1440.7487,no savings account,>=7 years,4.0,none,1.8474553,unknown / no property,25<=x<=65,none,for free,2.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
>= 200 DM ,18.0,existing credits paid back duly till now,domestic appliances,1628.8716,500 <= < 1000 DM,4<= <7 years,3.0,none,1.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,business,1436.7117,no savings account,>=7 years,4.0,none,3.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1399.4246,no savings account,>=7 years,1.0,none,4.0,real estate,25<=x<=65,bank,rent,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,9.0,existing credits paid back duly till now,radio/television,3178.7878,no savings account,>=7 years,2.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,for free,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,41.650314,all credits at this bank paid back duly,car (new),18424.0,<100 DM,>=7 years,2.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,business,18424.0,<100 DM,1<= < 4 years,3.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,delay in paying off,furniture/equipment,6516.791,<100 DM,1<= < 4 years,3.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,18.0,critical account,radio/television,1474.1985,500 <= < 1000 DM,>=7 years,2.0,none,1.0,car or other,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,none,no,female,married/widowed,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,>=7 years,4.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,12.0,delay in paying off,business,752.8393,no savings account,>=7 years,1.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,2499.7705,<100 DM,<1 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,18.0,critical account,radio/television,18424.0,<100 DM,1<= < 4 years,2.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,4.0,critical account,car (new),2882.9028,no savings account,1<= < 4 years,2.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
no account,4.0,critical account,car (new),1237.9418,<100 DM,>=7 years,2.0,none,4.0,car or other,x<25 or x>65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,4.0,no credits taken,car (used),1782.324,100 <= <500 DM,1<= < 4 years,4.0,none,1.0,real estate,x<25 or x>65,bank,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
