age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
47, Local-gov, Some-college,4, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
34, Private, Some-college,14, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
54, Private, HS-grad,5, Divorced, Other-service, Unmarried, White, Male, <=50K
29, Private, Some-college,5, Never-married, ?, Not-in-family, Black, Male, >50K
26, Private, HS-grad,12, Never-married, Craft-repair, Wife, White, Female, >50K
42, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
46, Private, Assoc-voc,12, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
42, Private, HS-grad,5, Never-married, Exec-managerial, Unmarried, Black, Female, <=50K
41, Local-gov, Bachelors,11, Divorced, Prof-specialty, Husband, White, Male, <=50K
46, Private, Some-college,13, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
51, Private, Some-college,8, Never-married, Adm-clerical, Not-in-family, Black, Male, <=50K
34, Private, Some-college,1, Divorced, Tech-support, Unmarried, Black, Male, <=50K
27, Private, Some-college,12, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
39, Private, Some-college,9, Married-civ-spouse, Exec-managerial, Wife, White, Female, >50K
22, Private, Some-college,7, Never-married, Craft-repair, Wife, White, Female, <=50K
49, Private, HS-grad,13, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
45, Private, 11th,8, Divorced, Other-service, Unmarried, Black, Female, >50K
40, Private, HS-grad,8, Divorced, Tech-support, Not-in-family, White, Female, >50K
28, Private, Some-college,7, Divorced, Tech-support, Husband, White, Male, <=50K
33, Private, Assoc-voc,8, Never-married, Sales, Unmarried, Black, Female, >50K
53, Private, 11th,1, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female, >50K
68, Private, Assoc-voc,8, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female, <=50K
30, Private, Some-college,13, Never-married, Craft-repair, Husband, White, Female, <=50K
36, Private, Some-college,7, Married-civ-spouse, Sales, Husband, White, Male, <=50K
46, Private, Bachelors,16, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
36, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
44, Private, Assoc-voc,8, Never-married, Sales, Husband, Black, Male, <=50K
37, Private, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
47, Private, HS-grad,12, Married-civ-spouse, Sales, Husband, White, Female, <=50K
28, Private, HS-grad,5, Never-married, Other-service, Unmarried, White, Female, <=50K
20, Private, HS-grad,14, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
27, Private, Some-college,12, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
33, Private, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male, <=50K
36, Local-gov, Some-college,6, Divorced, Sales, Husband, Black, Male, >50K
53, Private, Bachelors,11, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
51, State-gov, HS-grad,11, Divorced, Other-service, Not-in-family, White, Female, <=50K
29, Private, Some-college,7, Never-married, Tech-support, Wife, Black, Female, <=50K
52, Private, Bachelors,12, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
23, Private, Some-college,11, Married-civ-spouse, ?, Husband, White, Male, <=50K
57, Private, Some-college,9, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
25, Self-emp-not-inc, Some-college,7, Divorced, Craft-repair, Wife, White, Female, <=50K
56, Private, Bachelors,12, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
52, Federal-gov, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male, <=50K
38, Private, Assoc-voc,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male, <=50K
48, Private, HS-grad,10, Never-married, Other-service, Unmarried, White, Male, <=50K
53, Private, Some-college,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
30, Private, Some-college,11, Never-married, Tech-support, Not-in-family, White, Female, <=50K
28, Federal-gov, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
53, Private, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
58, Private, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
44, Federal-gov, Some-college,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
33, Private, Some-college,9, Never-married, Sales, Not-in-family, Black, Female, <=50K
28, Private, Some-college,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
48, Private, HS-grad,12, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
31, Private, Some-college,10, Never-married, Tech-support, Wife, White, Female, <=50K
26, Private, Some-college,16, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
47, Private, Bachelors,11, Married-civ-spouse, ?, Husband, White, Male, <=50K
45, Private, Some-college,11, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
53, Private, Some-college,11, Never-married, Tech-support, Not-in-family, Black, Male, >50K
35, Private, Bachelors,10, Never-married, Sales, Not-in-family, White, Female, <=50K
45, Private, Bachelors,11, Married-civ-spouse, Transport-moving, Husband, White, Female, <=50K
56, Local-gov, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
53, Private, HS-grad,2, Divorced, Other-service, Unmarried, White, Male, >50K
18, Private, Some-college,6, Never-married, Tech-support, Wife, Black, Female, >50K
50, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
28, Private, HS-grad,9, Never-married, Tech-support, Unmarried, Black, Female, <=50K
33, Self-emp-inc, Assoc-voc,6, Divorced, Craft-repair, Unmarried, Black, Male, <=50K
50, Private, HS-grad,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
40, Private, Some-college,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
47, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
53, Private, Assoc-voc,5, Divorced, Other-service, Unmarried, White, Female, <=50K
22, Private, 11th,8, Never-married, Craft-repair, Unmarried, White, Female, <=50K
31, Private, 11th,3, Never-married, Craft-repair, Unmarried, Other, Female, <=50K
20, Private, Some-college,12, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
41, Private, HS-grad,11, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
26, Private, Bachelors,15, Never-married, Craft-repair, Husband, Black, Female, <=50K
26, Private, Some-college,15, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
40, State-gov, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
56, State-gov, Bachelors,9, Divorced, Other-service, Unmarried, White, Female, <=50K
40, Private, Some-college,10, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
64, Private, Assoc-voc,4, Divorced, Other-service, Unmarried, White, Female, <=50K
39, Private, Some-college,8, Married-civ-spouse, Exec-managerial, Wife, White, Female, >50K
40, Private, Some-college,8, Never-married, Craft-repair, Not-in-family, Other, Male, <=50K
73, Private, HS-grad,10, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
37, Private, Bachelors,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
21, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
19, Private, Some-college,8, Never-married, Other-service, Own-child, White, Female, <=50K
41, Private, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
48, Private, HS-grad,11, Divorced, Other-service, Unmarried, White, Female, <=50K
26, Private, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
38, Local-gov, HS-grad,13, Divorced, Prof-specialty, Unmarried, White, Female, <=50K
31, Private, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
42, Local-gov, HS-grad,13, Married-civ-spouse, Prof-specialty, Wife, White, Female, <=50K
48, Private, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
59, Private, HS-grad,11, Divorced, Other-service, Unmarried, Black, Female, <=50K
42, ?, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
19, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, >50K
46, State-gov, HS-grad,12, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
39, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
33, Local-gov, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
33, Private, HS-grad,11, Divorced, Prof-specialty, Unmarried, White, Male, <=50K
47, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
51, Private, Some-college,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
29, Private, HS-grad,11, Never-married, Exec-managerial, Unmarried, White, Male, <=50K
48, Private, HS-grad,12, Separated, Sales, Not-in-family, White, Female, <=50K
32, Private, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
43, Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male, <=50K
38, Local-gov, Some-college,11, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
27, Private, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female, <=50K
27, Private, Bachelors,12, Never-married, Prof-specialty, Husband, White, Male, <=50K
49, Private, Some-college,9, Divorced, Adm-clerical, Unmarried, White, Male, <=50K
29, Private, 9th,12, Divorced, Craft-repair, Unmarried, White, Male, <=50K
37, Private, Some-college,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Local-gov, HS-grad,10, Divorced, Other-service, Unmarried, White, Female, <=50K
46, State-gov, HS-grad,10, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
24, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
40, Private, Bachelors,12, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
18, Private, Some-college,10, Never-married, ?, Not-in-family, White, Female, <=50K
38, Private, Some-college,12, Never-married, Other-service, Not-in-family, White, Female, <=50K
29, Private, Some-college,14, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
59, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
43, Private, HS-grad,12, Never-married, Adm-clerical, Husband, White, Male, <=50K
39, Private, HS-grad,5, Divorced, Other-service, Unmarried, White, Female, <=50K
45, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
35, Local-gov, Bachelors,16, Married-civ-spouse, Sales, Husband, White, Male, <=50K
30, Private, Some-college,7, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
19, Private, Some-college,8, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
47, Local-gov, Some-college,11, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
49, Local-gov, Bachelors,14, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
48, Local-gov, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
48, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
41, Private, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
49, Private, Bachelors,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Female, <=50K
46, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
33, Private, Some-college,11, Never-married, ?, Husband, White, Male, <=50K
45, Private, Some-college,12, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
32, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
49, Private, 9th,13, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
33, Private, HS-grad,11, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
31, Self-emp-not-inc, Some-college,11, Never-married, Other-service, Not-in-family, White, Male, <=50K
47, Private, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
29, Private, Some-college,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
34, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
49, Private, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
43, ?, Some-college,11, Married-civ-spouse, ?, Husband, Black, Male, <=50K
40, Private, Some-college,11, Married-civ-spouse, Prof-specialty, Husband, Black, Male, <=50K
39, Private, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
30, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
32, Private, HS-grad,6, Never-married, Transport-moving, Husband, White, Male, <=50K
23, Private, HS-grad,10, Never-married, Other-service, Unmarried, White, Male, <=50K
45, Private, HS-grad,7, Divorced, Sales, Not-in-family, White, Female, <=50K
40, ?, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
33, Local-gov, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
53, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
54, Private, HS-grad,10, Divorced, Other-service, Unmarried, White, Female, <=50K
53, Local-gov, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
39, Private, HS-grad,6, Divorced, Sales, Not-in-family, White, Male, <=50K
52, Local-gov, Some-college,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
37, Private, HS-grad,10, Divorced, Transport-moving, Unmarried, White, Female, <=50K
42, Private, Bachelors,7, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
45, ?, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female, <=50K
55, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
48, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Wife, White, Female, >50K
64, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
26, Private, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
28, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
60, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
38, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
62, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
26, Private, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, <=50K
54, Private, HS-grad,11, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Sales, Unmarried, White, Female, <=50K
47, Local-gov, Bachelors,16, Widowed, Prof-specialty, Not-in-family, Black, Male, <=50K
34, Private, Some-college,15, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
23, Private, Some-college,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
39, ?, Some-college,10, Married-civ-spouse, ?, Not-in-family, White, Female, <=50K
28, Private, HS-grad,5, Never-married, Other-service, Own-child, White, Female, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
61, ?, Some-college,11, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
53, Local-gov, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
37, Private, HS-grad,11, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
42, Private, HS-grad,11, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
54, Private, Some-college,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
32, Private, HS-grad,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
43, ?, Bachelors,10, Divorced, Adm-clerical, Unmarried, White, Male, <=50K
18, Private, HS-grad,7, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
39, Private, Bachelors,14, Married-civ-spouse, Sales, Husband, White, Female, <=50K
24, Local-gov, Some-college,9, Married-civ-spouse, Tech-support, Husband, White, Male, >50K
50, Private, HS-grad,12, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
42, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
42, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
37, Private, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
48, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
39, Private, Some-college,9, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
49, Private, Bachelors,12, Never-married, Other-service, Unmarried, White, Female, <=50K
49, Private, HS-grad,11, Divorced, Other-service, Not-in-family, White, Female, <=50K
33, Private, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
51, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
55, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
60, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
49, Private, Some-college,14, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
38, Private, HS-grad,9, Married-civ-spouse, ?, Own-child, White, Female, <=50K
54, State-gov, Some-college,11, Divorced, Other-service, Not-in-family, White, Female, <=50K
32, Local-gov, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
33, Private, HS-grad,11, Never-married, Craft-repair, Husband, White, Female, <=50K
29, Private, Bachelors,11, Never-married, Other-service, Own-child, White, Female, <=50K
38, Private, HS-grad,11, Married-civ-spouse, Protective-serv, Not-in-family, White, Male, <=50K
46, Private, HS-grad,12, Married-civ-spouse, Prof-specialty, Wife, White, Female, <=50K
37, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, >50K
46, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
40, Private, HS-grad,6, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
40, Local-gov, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
46, Private, Masters,12, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, <=50K
39, Private, 9th,15, Married-civ-spouse, Prof-specialty, Unmarried, White, Female, <=50K
54, Private, HS-grad,14, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
38, Private, Some-college,11, Never-married, Other-service, Not-in-family, White, Male, <=50K
33, Private, HS-grad,10, Divorced, Prof-specialty, Unmarried, White, Female, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
34, Private, HS-grad,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
27, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
41, Private, Some-college,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
24, Private, Some-college,12, Married-civ-spouse, Tech-support, Not-in-family, White, Female, <=50K
39, Private, HS-grad,12, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
40, Private, Some-college,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
37, Private, Bachelors,10, Married-civ-spouse, ?, Husband, White, Male, <=50K
38, Private, 9th,14, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
30, Local-gov, Bachelors,16, Widowed, Prof-specialty, Husband, White, Male, <=50K
23, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
46, Local-gov, HS-grad,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
54, Local-gov, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
54, Private, HS-grad,7, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
29, Private, Some-college,9, Divorced, ?, Not-in-family, White, Female, <=50K
57, ?, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
62, Local-gov, HS-grad,13, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
47, Private, Bachelors,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
20, Private, HS-grad,8, Divorced, Exec-managerial, Husband, White, Male, <=50K
36, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
35, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
34, Private, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
40, Private, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
26, Private, Some-college,9, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
36, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
20, Private, HS-grad,6, Never-married, Other-service, Husband, White, Male, <=50K
49, Local-gov, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
35, Private, HS-grad,12, Never-married, Exec-managerial, Unmarried, White, Female, <=50K
29, Private, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
38, Private, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
36, Private, HS-grad,8, Married-civ-spouse, Adm-clerical, Unmarried, White, Female, <=50K
48, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
58, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
51, ?, Bachelors,14, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female, <=50K
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
22, Private, HS-grad,9, Never-married, Transport-moving, Husband, White, Male, <=50K
33, Private, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
43, Local-gov, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
29, Private, HS-grad,8, Married-civ-spouse, Tech-support, Wife, White, Female, <=50K
46, Private, HS-grad,5, Married-civ-spouse, Other-service, Husband, White, Male, >50K
31, Private, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
27, Private, Some-college,12, Never-married, ?, Not-in-family, White, Female, <=50K
30, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
30, Private, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
42, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
48, Local-gov, Masters,15, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
59, Private, HS-grad,5, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
26, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male, <=50K
31, Local-gov, Some-college,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
23, Private, HS-grad,8, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
33, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, <=50K
44, Private, HS-grad,7, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
33, Private, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
35, Private, Some-college,11, Married-civ-spouse, Protective-serv, Not-in-family, White, Male, <=50K
34, Private, HS-grad,7, Divorced, Adm-clerical, Husband, White, Male, <=50K
42, Private, HS-grad,13, Married-civ-spouse, Craft-repair, Own-child, White, Female, <=50K
44, Private, Bachelors,11, Married-civ-spouse, ?, Husband, White, Male, <=50K
57, Private, HS-grad,11, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
57, Private, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
37, Private, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
26, Private, Some-college,10, Never-married, Other-service, Husband, White, Male, <=50K
57, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female, <=50K
44, State-gov, HS-grad,7, Married-civ-spouse, Adm-clerical, Husband, Black, Female, <=50K
44, Local-gov, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
34, Private, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
19, Private, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
45, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
47, Local-gov, Bachelors,14, Married-civ-spouse, Sales, Husband, White, Male, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
50, Private, HS-grad,6, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
46, Private, Bachelors,12, Married-civ-spouse, Other-service, Not-in-family, White, Male, <=50K
29, Private, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Male, <=50K
38, Private, HS-grad,11, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
39, Local-gov, Bachelors,15, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
47, Private, HS-grad,10, Never-married, Other-service, Unmarried, White, Female, <=50K
47, Private, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
27, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
47, Local-gov, HS-grad,13, Married-civ-spouse, Exec-managerial, Wife, White, Female, <=50K
43, Private, Bachelors,11, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
35, Private, HS-grad,11, Never-married, Exec-managerial, Unmarried, White, Female, <=50K
30, Local-gov, 9th,13, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
26, Private, HS-grad,8, Divorced, Adm-clerical, Not-in-family, White, Male, >50K
26, Private, HS-grad,10, Never-married, Transport-moving, Unmarried, White, Female, <=50K
51, Private, HS-grad,12, Never-married, ?, Own-child, White, Female, <=50K
38, Private, HS-grad,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
53, Private, HS-grad,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
46, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
26, Private, HS-grad,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
41, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
38, Local-gov, 9th,16, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
56, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
22, Private, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
57, Local-gov, Masters,16, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
23, ?, Bachelors,11, Married-civ-spouse, ?, Husband, White, Male, <=50K
59, Private, HS-grad,10, Divorced, Sales, Not-in-family, White, Female, <=50K
31, Private, HS-grad,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, >50K
45, ?, HS-grad,13, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
